index,reviewbody,star,location_traffic,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation
33136,第一次来到孙府大院，刚一进门就 给我两种感觉，第一个是很大，第二个就是很乱。我们是中午去的里面人很多都没有位子了，我们还在外面等了一小会。当服务员带着我们去点菜的时候我都傻掉了，居然是这种（看着菜点）点菜法，好吧我们最后点了三个菜。第一个是蒜黄炒鸡蛋，真是太咸了尤其是鸡蛋部分。第二个是鸡蛋饺子也很难吃。就只有第三个叫什么我忘了，还真的算是最好吃的了。环境很乱，还到处都有人抽烟，最讨厌烟味了。服务也很慢。总体感觉一般吧。,2.0,-2,-2,-2,1,-1,-2,-2,-2,-2,-2,-1,-1,1,-1,-2,0,-2,-2
12128,名气和场地都大大的hollys我居然到现在才来，其实刚开业的时候很想去凑热闹的，无耐太远太不方便，后来又听说喝的东西很糟，更没兴趣了，周末到环岛路骑车，来得太早了，怕晒，就顺便逛进来歇歇脚！\\n号称全球最大咖啡馆，装修很上档啊，怪不得游客和文青都爱来，大吊顶，大书柜，大海景，挺有腔调，一楼的后院与环岛路的木栈道相连，嫌室内闷的话可以来吹吹海风！一共有两层，三楼是个室外的用餐区，不过没开放！\\n店里除了咖啡，调制饮料外，也有甜点，意面，牛排，不过从来没听人夸过，所以只点了巴黎水，小伙伴点了玫瑰汽泡水，他说不好喝，我倒觉得还行！\\n点单后工作人员会给一个定位牌，入座后记得把定位牌插到桌上的卡槽，服务员便可定位送餐了！\\n对游客来说，倒是一个很好的休息场所！,4.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,0,-2,-2
1423,一直没有写点评，因为这家店第一次去时感觉一般般呢，虽然人很多，所以已经不太想再去了，没想到朋友拉着说要去仓新，好吧好吧，陪朋友再去捧个场，点评定了位，结果在阁楼上信号不好，4G不通，最后点评送的券也没用上，小遗憾.\\n不过这次吃下来，又觉得很不错了，不知道是不是第一次去时量上错了还是他们确实增加了量，总之三个人狂点一气，买单300多，好满的一盆串啊，再加兔丁，老妈蹄花，血，脑花，凉粉，及乱七八糟一堆，吃撑吃撑，好吃好吃，酸梅汤，豆奶也很好喝，中午吃的，结果晚饭就免了免了，哈哈，灵,4.0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,1,1,-2,-2
19270,就在投涝河那边，很好找，就是以前的胖子鱼头、感觉这家店很正，牛肉都很新鲜，各个不同的部位都有表明让你选择，而且很神奇都只有几十秒就可以吃，肉质鲜嫩，很好吃，感觉清汤锅底很干净，和以前吃的火锅没得比，这家赞的、唯一可惜牛肉丸煮的太久了给忘了，拿出来吃的时候已经很硬很老了，没有吃出应有的口感、牛肚耶只需几十秒味道好棒很有嚼劲，配菜方面豆腐皮好好吃，推荐噢，这家火锅吃过身上没有气味真的是棒棒的，其他火锅店吃完出来都有一股味道不知道大家有木有同感，总之感觉这店不错值得一去，人均消费蛮高的了毕竟是牛肉，大概一百多一个人，不过还是真心推荐给大家,5.0,-2,-2,1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,1,-2,0,-2,1
28862,每样菜都很精致，特别是奶黄流沙包，我一开始以为就是普通流沙包，但是第一口咬下去，蛋黄的香气跟奶香融合在一起，就像小时候在茶楼吃的流沙包。可惜现在没多少人愿意做这种既麻烦，利润又少的点心~~\\n        三文鱼撻也很出彩，裡面有蛋黃醬的原因，一點也不膩哦~三文魚的分量剛剛好~吃起來慢慢的幸福呀~~\\n        至於蝦餃呢，感覺很少茶樓能做不好，除非是粗製濫造的小茶樓\\n          環境還是像普遍茶樓，吵吵鬧鬧的，可是茶樓本應該就是一家人聚在一起，開開心心聊聊天嗎？預定方面基本上.9點前預定，去到就不用等咯,4.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,-2,-2,0,1,1,-2
22504,悦方IDmall在合肥滨湖区紫庐路口公交车站旁，是一家大型综合性生活广场，这家老芗汇火锅店就在五楼，步行电梯旁。\\n店面外观看起来不小，装修的也很精致，门口设了一个迎宾台，旁边还有店铺优惠活动的宣传广告牌。进门是大厅，桌椅以卡座形式摆放，方便散客使用，再向内是自助调料区和餐具存放区，自助调料品种不是太多，但是质量挺好的，适合正宗火锅使用，尤其是花生碎，真香。\\n接下来，就是老芗汇火锅特色经营，与众不同的地方，店铺专门开辟了两间房间，一间是专门售卖熟食点心，面积较小，所售的奶皇包供不应求。另一间面积很大，所有菜品全部用盘子装好，用保鲜膜封好放在冷柜保鲜，上面名码标价，顾客自己看上哪个菜品，就自己拿着放在购物篮内，比看菜谱点菜直观，方便顾客选用。这些食材选好后需直接付款，整个火锅店就像个自助超市，让人感到新鲜，同时也保证了食材的卫生。\\n服务员着装统一，服务态度好，效率高。火锅口味好，店铺推荐的虾饺不好吃，毛肚处理的也不好。推荐猪脑，牛丸，鸭肠，虾滑，培根等，味道都不错。\\n总体来说，店铺整体不错，价格适中，就餐愉快。店铺还细心的在自助调料区放置薄荷糖，可缓解餐后的辣感，赞。,4.0,1,1,-2,-2,1,-2,-2,0,-2,-2,1,-2,1,-2,-2,0,1,1
3186,中午和同学一起出去玩，两个人都要吃庐州太太，物美价廉，是个好选择，我第一个到，就等了一个台就到我们了，可惜那两个同学上班所以在路上。三个人点了六个菜，都是同学喜欢吃的，可是服务员说了一句我很晕的话，你确定是三个人吃的吗？这一条鱼就够两个人吃了。我谢谢他的提醒，没关系，吃不完打包。点了三味鱼，铁板土豆，什锦菜，牛排，烧烤脆骨，还有我爱吃的茶树菇。对了，还有妹妹爱吃的干粉蒸肉。菜太丰富了，吃的我好撑啊。什锦菜真不错，酸酸甜甜，里面有虾皮，火腿肠，粉丝，黄瓜，很好吃。土豆同学最爱，也很快见底，就是那条鱼太大，吃到最后还是剩下一点的。因为辣味放错了，他们喜欢吃麻辣的，点菜点了剁椒的了，其他基本光盘。没有浪费哦(⊙o⊙)哦。就是一点不好，大厅人太多，有点吵，去他都很好。,5.0,-2,-2,-2,1,0,-2,-2,1,1,-2,-2,-1,-2,-2,-2,1,1,-2
11623,吃了很久的辣婆婆大中秋的真心让人失望，金源店现在管理比以前差多了，收盘子的大爷帮忙上米饭，他知道碗烫也不说一声，直接把托盘举到我们面前让我们自己拿下来，这就算了，一转脸看见这个大爷在收盘子的车边上又抠鼻孔，又抠耳朵眼，还外加吐痰，真是恶心至极呀，这也算了，只能说现在辣婆婆的整体素质下降了，可是，吃着吃着，我就看见清炒豌豆尖这道菜里有个很长的黄绿色的东西，一开始以为是什么菜的叶子黄了锅没刷干净就到我们的菜里了，我就夹出来放一边了，就在我要转脸跟老公说话的时候我好像看见这个东西有头有脸有爪子，我就夹到我和老公面前仔细的看了看，一看是一条大虫子，那么长的虫子要说洗菜没洗干我觉得太牵强，怀疑他们根本不择菜，直接买回来就过一下水，你们那么大的店，那么多家连锁，要不要对客人这么不负责任？这让人以后还怎么来？经理态度还很不耐烦，叫了几次才出来，大过节的真给人添堵，太缺德！！！,1.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2
45699,早听说下一站幸福中餐厅有特别之处，今天我们中秋聚会选在了这里。中餐有两层楼，三楼是咖啡厅。二楼的环境不错，这里菜品挺丰富，我们点了一大桌有：菌汤汽锅鸡、三丁包、莴笋肉丁、锅巴肉片、蓮白炒粉丝、果木烤鸭、小黄鱼、花蟹粥、红糖饼、小炒肉、韭香藕丝、土豆烧牛肉、拌剔骨肉、青椒海鲜汇、糊辣生菜、川北凉粉、卤排骨、擂椒茄子……  太好吃了！服务员很热情，推荐的特色菜，我一一品尝的确有特色。小黄鱼每人烤了一条，外酥内嫰，沾干碟子吃很香，一般的烧烤店是比不上这个味道的。红糖饼果然有小时候红糖锅魁的难忘感觉，要趁热吃，一咬就有甜甜的红糖往外流，吃货们千万不要嘴谗急着吃，有点烫，好吃的还得省着吃。锅巴肉片端上来的造型就吸引了我们，吃起来有调味的香和着锅巴的脆，果然成了抢手的一盘。三丁包外面无论多少钱的都比不上这个味道，吃起来很香，不知道除了肉馅还有什么脆脆的，要不是菜品太多，真想多吃几个。青椒海鲜汇里面的海鲜吃起来脆脆的，是泡椒味。擂椒茄子自己擂，很入味。菌汤汽锅鸡味很鲜，里面加有松茸，有鸡的鲜味和菌的香味，不象其他餐厅加足了盐，盖过了汤的鲜美，我特地来了两碗。吃完了各种美味必不可少的是这家的粥很有特色，不得不留个空位一定要来碗粥，我们点的花蟹粥，粥熬的糯糯的，里面有一只大蟹，货真价实，鲜美！可惜肚子装不下了，不然……  吃货们一定要来尝下哦！  特别要介绍的是很有情调的咖啡厅，一进三楼真是让人眼前一亮！市中区居然有情调这么好的咖啡厅一定不能错过，无论大厅还是单间都很有格调。咖啡、奶茶、各色茶饮。还有间是专门品茶的，有打麻将的朋友也可以来这里切磋。,4.0,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,-2,-2,-2,1,-2,-2
44580,在大众点评网团购了19.9元的套餐去的，感觉是我至今比较失望的一次团购。标价19.9元日本芝士蛋糕味道一般般，胡萝卜汁非常难喝，可能本来是这个味道，但是我们不习惯所以浪费了。又买了22元一杯的哈密瓜汁，本来期待值好高的，因为我们本来就很喜欢吃哈密瓜，但是吸一口后，就也还是浪费了，因为味道跟生的南瓜一样。朋友也喝了一口，也是同样的感觉，说可能是他们没有把哈密瓜的子清理干净，然后一起打成汁了，于是又浪费了一杯22块钱哈密瓜汁！,3.0,-2,-2,-2,-2,-2,-2,-2,0,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2
16387,地方找了一会儿，餐厅环境不错，去的比较晚，人不是太多，上菜速度快，川菜量挺多的，菜点多了，其实两人一百块够吃了，我点了七八个菜，最后吃不完，打包回来，菜品不错，味道也还可以，就是依我的口味相对来说还是辣了些，上菜速度有点慢，不过菜的口味不错，慢工出细活吧。服务员态度都很好，有事一叫就会过来帮你解决。豆腐很好吃，就是有点咸。孜然牛肉也很好吃就是口味有点重，不过很下饭。虾球很好吃，就是数量有点少。扬州炒饭很软，很好吃，就是吃不下了，最后只好打包，下次有机会再去。,4.0,-2,-2,-2,-2,1,-2,0,0,-2,-2,1,1,1,1,0,1,-2,-2
607,pelicana韩国炸鸡店，其实我一直对这些炸的东西不怎么感冒；但是女朋友比较喜欢，就陪过来尝尝；个人感觉还行吧！女朋友超级喜欢，一个人吃得津津有味。\\n     饮料：忘记叫什么神马名字了，味道挺好喝的，喝完一罐还打包了一罐回去。\\n     原味炸鸡翅：这个比较干身的做，吃起来比较香脆；火候掌握得适当，保持了肉汁在里面封锁着。\\n       甜味炸鸡翅：女朋友比较喜欢这个口味，甜中带酸，好像那个韩式烤排骨的味道；我就不太喜欢，吃多两囗就觉得有点腻。\\n     总的来说还过得去吧！,4.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2
38806,这家店附近交通便利，就位于八号线黄兴路站傍边，靠近kfc一侧。之前去过几次，感觉当中的菜经济实惠，适合家庭聚会。\\n这家的酸菜鱼不错，黑鱼肉鲜嫩，口感酸爽。蒜香骨外层焦香，带手套吃更爽快。糯米蒸排骨不行，糯米太硬，排骨味道淡。菌菇汤非常鲜，可是里面的鸡肉有点老。干锅花菜一般，其中花菜有点烂。最后是每次去都要点的沙律小牛排和玉米烙，是小盆友最爱吃的。\\n店里还有一个阿三做飞饼，逗得小盆友前仰后合的。做完小盆友又不吃，真心被他打败了。,4.0,1,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,0,-2,-2
6548,以前经常来这家店，位置就在阳春巷的负一楼，金池对面。以前都是坐的卡座，今天是坐的包厢，才知道一共有三层楼的，还挺大的。今天孕妈们说要搓麻将，于是就想到了这里。包厢说已经是豪包了，就是多了张自动麻将桌，包厢内空间不大，不过还好有窗户，不至于太闷。茶水自助，按铃后服务员来的挺快的，比以前在楼下人多的时候按了半天没人理的情况好多了。点了杯玉米牛奶，太甜太黏了，后来改了薏仁紫薯汁，失望，估计是用粉冲泡的，都没有冲泡完全，喝的时候还能吃到里面未完全冲泡的粉…后来想想还是点个简单的蜂蜜柠檬水吧，蜂蜜味是吃到了，可是也太甜了吧，不知道是不是糖加多了…后来干脆就不点喝的了…只能说我们都是特殊时期冷的喝不了，热的又做的不行。现在自助有团购，原价40，团购价30，还算划算。,3.0,-2,-2,-2,-2,1,-2,-2,1,0,0,-2,-2,0,-2,-2,-1,-2,-2
22658,想请外地朋友吃饭，除了上海菜四川菜广东菜还真不知道吃什么。无意中看到藏川菜，这可大大的吸引了我呀。吃西藏风味菜的地方本来就不多，更何况像这儿还有设计感装修的更是稀奇呀! 立马订了位当晚就来吃。订位时服务员还好心的问要不要先订烤羊腿，因为制作时间比较长。菜谱里真的很多少见的菜色，好多都想全部点一遍，但这次人少，还是适可而止吧。烤羊腿比想像中好入口，不干不柴，还切好上桌，沾了特制辣酱可以不配饭吃好几片。酥油饼也特别好吃，虽然没馅料，但外脆内绵还回甘，沾点菜的酱汁也是完全契合的。其他菜也都不错没有不好吃的，推荐想找特别口味又敢尝试新餐厅的朋友来试试。,5.0,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1
19409,屋头有个喜欢苏杭一切视苏杭为第二故乡的妹，自然早耳闻“绿茶”大名。由于太古里店人多的天天顿顿都要排位，实在是莫的等位的心。\\n今天是绿茶万象城新店第一天开业，除水产、甜品、酒水外其余打六折。胜在离家近，下午3点半就来取号了。\\n五点二十到店一看，已经人山人海了。\\n终于进店入座，点有绿茶烤鸡肉合拼、果蔬沙拉、三样菜、椒香蛙、年糕炒牛仔骨、花生莲藕排骨汤。三样菜就焯过水的豇豆，藕，苦瓜合拌，口味太淡吃不惯。好吃的是绿茶烤鸡肉里的烤肉，我们点了两次，而且一定要趁热吃，肥而不腻，瘦肉也嫩，相比较，烤鸡肉的肉质就有点柴了。其他菜不功不过。\\n在万象城这样的环境下，菜品不错，价格适中。下次再试试其他的菜。,3.0,-2,1,-2,0,-2,-2,-2,0,-2,1,-2,-2,-2,-2,1,0,1,-2
26380,最近朋友圈里刷屏的一家餐厅，慕名而来，下午五点不到上座率已经达到90%，完全符合茶餐厅的样子，人很多，也很吵杂，不只是顾客的交流声，更大的是收拾盘子之类的声音，并不是个可以安静吃饭聊天的地方。上菜速度较慢，每道菜都有等很久，菜的口味还可以，没吃过真宗的粤菜，所以没什么比较，但和南京一般的粤菜餐厅感觉差不多。点的茶走、猪仔包，法式长面包、咖喱牛腩、云吞、猪排饭，茶走茶味很重，有点涩口，加了一包糖感觉很好喝，猪仔包甜而不腻很好吃，长面包里熏肠的味道很重，搭配起来也很不错，咖喱牛腩的咖喱味道不重，所以不太喜欢，云吞的里满满的虾仁，吃起来很爽口，猪排饭就有点失望，饭是软的软硬的硬，芝士不多，里面的配菜是胡萝卜，吃起来没有什么味道。,5.0,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,0,-2,-2
23817,我觉得蟹没有洗干净，但是肉蟹煲的味道比别的味道好！看评论说年糕好吃，可是我觉得年糕已经太烂了，没有咬劲了，并不是好年糕！反倒是凤爪尽管酥烂，却也入味！\\n 餐ོ具ོ能ོ不ོ能ོ弄ོ干ོ净ོ点ོ啊ོ，像ོ是ོ被ོ用ོ了ོ八ོ百ོ年ོ了ོ，那ོ个ོ杯ོ子ོ和ོ筷ོ子ོ简ོ直ོ不ོ想ོ吐ོ槽ོ了ོ，估ོ计ོ灯ོ光ོ搞ོ成ོ这ོ样ོ除ོ了ོ是ོ一ོ种ོ风ོ格ོ以ོ外ོ也ོ是ོ为ོ了ོ模ོ糊ོ视ོ线ོ。\\n等位这件事就不说了，谁让我自己在星期五晚上去呢！,3.0,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,0,-2,-2,-1,-2,0,-2,-2
38162,这家店在北行往前走那条街上，位置按照点评地图来找还是很好找的。店铺给人感觉不是很大，但是进屋却发现并不拥挤，而且还有二楼。\\n买了一张代金券比较合适，又补了三十的现金，整顿饭下来才一百二左右，很划算的。\\n他家很多网友推荐的我都点了，比如铁板玉米粒，里面都是酸奶的味道，非常好吃！大赞！拉面炒年糕也太辣了，有点来不了。草莓那个饮料不错，但是有点小贵。炸鸡虽然要的是果酱的，但是果酱有点太少了吧，不过味道还是很不错的。\\n他家点餐完毕要先交钱后上餐，给人感觉有点要抢钱的意思，这样还是再点餐感觉很麻烦了。\\n性价比挺高的一家店，推荐哦。,5.0,-2,-2,1,-2,-2,-2,-2,0,1,1,-2,-2,1,-2,-1,1,-2,-2
19815,带着父母慕名而来，可是让我略微有点失望，客人不多但服务员态度比较冷淡，点菜时有点不耐烦。我们都点了特色菜。【松鼠桂鱼】甜中带酸价位属于贵的，而味道我也能在上海的一般饭店里吃得到，没有想象的那么赞。【得月小炒】就是只看见鸡头米和藕块，味道清淡，78元的价位并不值。【蟹粉豆腐】这个菜还比较满意，蟹粉比较多。【梅菜扣肉】肉非常嫩，入口即化，梅菜又甜又糯，这个菜可以的。【油爆虾】做的非常入味，虾也比较大。【酒酿圆子】这个最最需要吐槽，简直是个败笔，端上来是温的，汤水我没有勾芡就像清汤一样，小圆子都粘在一起沉在碗底，这个菜我都不高兴拍照了。总的来说不会再来第二次了,3.0,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2
11709,吃水煮鱼的话非新煮意莫属啊！由于只有两个人，想挑一条小一点的鱼，不过服务员一直推荐我们点一份的。自认为论份的和论斤称的味道不太一样，而且一份的鱼对于我们两个吃货也太少了点，还是坚持了论斤称。挑到一条两斤七两，主力就是吃鱼来的嘛，我们两个人也吃的差不多。这的水煮鱼属于只麻不辣，虽然端上来飘满了红辣椒，其实一点都不辣，但是味道很香，而且够麻，一级棒！\\n怕鱼吃多了会腻，点了一个水果大拌菜，好像是用苹果汁和雪碧调的汁，还不错。水果茶也很好喝，担担面也好吃，不过那个豆花可不好吃，太甜了……,5.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2
17030,大众点评奖抽到朱朱农家乐多人套餐免费吃，电话预约后，跟着导航仪开去，一路上风光如画。从湖滨路拐进乡路后，在老板娘的电话指点下，很快就找到了朱朱农家乐。车到那儿，眼前豁然开朗，一大片湖水，碧波荡漾，湖里养着鹅鸭，泊着供食客游玩的游船。\\n\\n朱朱农家乐临湖而建，雪白的粉墙上，大红的店名很是醒目，墙前有花架花草，喜气而时尚。院子宽敞洁净，可停好几辆汽车。院子一角停着供食客骑游的自行车。这儿有免费wifi，有男女卫生间。楼房里有大小包厢。临湖建有木顶大棚，下设餐桌餐凳。天洒小雨，前来用餐者不少，大多是上海人，不少还是回头客。\\n\\n我们当然选择在湖边大棚用餐。那儿视野开阔，空气清新，凉风阵阵，还有大群白鹅相伴，舒适写意至极。年轻清秀的老板娘接待热情周到，有宾至如归之感。上菜了，小葱跑蛋色泽金黄，葱花碧绿，香气扑鼻；盐水河虾、酱爆螺丝只只新鲜味美，原汁原味的农家味；一大盆六月黄，壳薄黄多，一嚼满嘴鲜香，超级鲜美；最为惊艳的是红烧鳊鱼，那个大呀，起码要二斤半以上，浓油赤酱，鱼肉紧致细嫩，味道不是一般的好哈！炒青菜和土鸡汤味道也很赞。菜量大，味鲜美，我们四人都吃撑了，真正是大快朵颐！\\n\\n餐后，我们没去骑游、乘游船，由老板娘指引，去采摘了葡萄。老板娘毕业于苏州的大学，怪不得品位不俗，把个农家乐搞得这样有情调。去之前绝对想不到 ，巴城竟隐藏着这么一家风光美、菜肴美、美如世外桃源的农家乐。我们人还没离开，心里就想着下次要呼朋唤友，再来朱朱农家乐了。\\n\\n,5.0,-2,-2,-2,-2,1,1,-2,-2,-2,1,1,1,1,1,1,1,1,-2
1882,上一次本来想吃，但是晚上人多而且服务感觉不好，就被气走了。这次聚餐选的这边，还是来试试吧。中午人不多，比较舒服，走菜也快。点的都是大家好评的菜，鲈鱼，蒜香骨，感觉不错，日本豆腐也还好，蛏子肥肥的也很不错，茶皇虾我觉得普通，虾子少，茶叶多一点。要的黑雕的鱼生，鱼骨做粥，但是感觉粥炖的时间太短，味道不浓，鱼生上来的时候大家都在惊呼：鱼肉在哪里？好吧，因为鱼肉实在是太薄了！148的鱼生，感觉还不够塞牙缝，下次还是吃三文鱼刺身得了！榴莲酥还不错，榴莲量多，货真价实~ 总体还是满意的，不过鱼生觉得有点贵了！,5.0,-2,-2,-2,-2,-2,-2,1,0,1,-2,-2,-2,-2,-2,0,0,1,-2
38150,这家店在云岗开了很多很多年，最开始的时候很火爆，量足价格也实惠，基本每周都去个一两次。后来分店也开的多了，菜价也上去了，但是菜品质量下降严重。人气没有以前旺了，但饭点也还有上座率，一层南侧有一个个小隔断的包间，比较私密，可以坐4人，就是推拉门设计的好，这边人进去，那边人就肯定出不来，服务员上菜的时候也费劲。#宫保鸡丁#这菜实在是“赞”，几十元买一盘宫保大葱和不脆的花生米。#扇贝#扇贝应该是不完整的吧，因为扇贝的壳够大，但是里面那块味如嚼蜡的死肉挺小，值得肯定的是扇贝上面的蒜蓉粉丝味道不错。#铁板茄子#大概是这个名字，原来是必点，长条茄子里面有肉馅，放在铁板上端上来甜甜的很好吃，但是这次的我翻来翻去找肉馅，几乎没有！#米粉肉#巨肥，直接浪费了，实在没法入口。#咸蛋黄南瓜#还是可以的，水准没有降低，趁热吃不错。#豆腐#大概就是豆腐里面夹着肉馅，还行。点评服务，我们3个人，点了六七个菜，其中2个有小份，我特别重复要小份，上来的全部是大份，先不说钱的问题，吃不了就都浪费了！希望贵店加强培训，不建议顾客要小份就算了，在顾客强调要小份的时候还直接点了大份，你们差那几十块钱吗？直接给你们当小费都行，能不浪费食物吗？！本次翠满楼之行着实失望，肯定不会再去了。,1.0,-2,-2,-2,-2,-1,-2,-1,0,-2,-2,-2,-2,-2,-2,-1,0,-2,-2
23068,感谢点评的代金卷，店很好找，离地铁很近，交通方便。店面虽然不大楼上楼下两层，但是装修很别致，餐位错落有致，很有感觉。周末去的，人略多，需要等一会。重庆老灶火锅最著名的当然是九宫格， 但是最近不能吃辣就要了清汤锅，一大锅上来，胃口立马被吊了起来。首先清汤锅底非常便宜，30左右但是里面的料可是给的十足，真心超值值，各种菇类，平菇，香菇，金针菇等，都差不多有个拼盘的量了，汤也很鲜美，下肉之前喝上一点感觉很不错。点的鲜羊肉和嫩牛肉，分量十足，肉很新鲜，切的也很均匀，涮着口感很好。青菜绿油油的看着就很有食欲。素材拼盘很超值，量足，如果两三个人吃，就不用再点其他蔬菜了。毛肚也很不错，应该是这里的特色菜，处理的干净，涮起来吃着脆脆的，嫩嫩的，一定要点。火锅小料是自助式的，6元，品类很齐全，最爱麻酱，当然还有一些xo酱和沙茶酱之类的。\\n主食推荐烧饼，芝麻的，脆脆的，略微有点油，但是很香。\\n店里的服务也不错，点菜积极，上菜速度快，加汤撤盘都很及时，进门的时候也有热情的招呼和引位。\\n总之是一次非常好的体验，下次有机会还会去。,5.0,1,-2,1,0,1,-2,-2,-2,1,1,1,1,0,1,1,1,1,1
3952,之前和小伙伴在南门的店吃过一次，那次等了快两个小时结果被人插队，不过老板娘很好，安排我们去了包厢，后来吃的还是挺愉快的。\\n所以，这次刚刚开学我就请几个小伙伴去新开的封门点吃酸菜鱼了。\\n之前看了下评价，说人很多，所以今天特地早点出发，十点四十的时候就到店里了。但是我们四个人站在楼下，叫了半天，两个服务员都没有理我们，然后我脾气就上来了，大声说排位，说了几次才理我们的。然后那个给我们抓鱼的男服务员态度特别差，一开始拿了条3.7斤的鱼，我说太大了换条小的，因为都是女孩子，胃口不大，吃不完，还要吃别的菜和涮菜。结果那个男服务员不愿意，后来后面来的人说他们可以就给他们了，我觉得被变相插队了。后来拿了条2.3斤的鱼，我觉得有点小，说给换一条稍微大点的，结果男服务员直接就帮我们纪录了，送去煮了。我觉得好奇怪，还不让换鱼的，说话也不理，态度太差了！\\n上去以后点了两个菜，干锅包菜和椒盐排条。干锅包菜甜甜的，味道还可以，就是太油了，吃了一半以后包菜都在油里面，就没吃了。椒盐排条很好吃，面粉也不多。本来以为这两个菜会先上的，结果等到鱼吃的差不多了才上。\\n涮菜点了八个。白菜，土豆，冻豆腐，香菇，年糕，肥牛，牛百叶，金针菇。牛百叶很好吃，白菜的量很足，年糕是长的不是一片片的，很喜欢。但是肥牛不好吃，觉得味道怪怪的。其他的菜就很常规了。\\n楼上的服务员态度很好，比楼下的好多了，很积极的问我们要不要开火，要不要加汤。还告诉我们晒微信能在团购的基础上再打97折。\\n以前南门的鱼只有酸汤的，站在这里啊新店多了辣的。不过我还是点的酸汤的。酸菜鱼的鱼片很嫩，而且没有刺，很好吃，里面的酸萝卜感觉没有南门的好吃，宽粉还是一如既往的很好吃。\\n新店的环境很好，古色古香的，就是我们去的时候旁边一桌阿姨们特别吵。。。\\n点了222的东西，最后付了差不多150，四个人还是很合算的，菜点多了，涮菜吃了一半不到。,4.0,-2,-2,-2,-2,0,-2,-1,0,1,0,1,-1,1,1,1,1,1,-2
17600,头回去，不清楚状况，11点半到只有一个地方还空着，被吧台小哥拦下说没地方，想着是等他给个号，结果人家忙着对个服务员狂骂，好几桌人都在看，素质好差…最后我说那里有个空位，小哥很不爽的让我去问临桌…只想说海鲜年糕火锅很差，我们都没选择团购，店里说这款特价78，比团购多一点料，除了海虹和花蛤，基本就是在捞年糕和白菜…图册里的芝士只是图册。还不如火炉火。服务员很差，问几个问题都不知道，来回来去的等他去问，点了活章鱼和面包蟹，都快吃完了一问居然没下过单…如果喜欢吃海鲜，这里相对便宜，但千万别点年糕锅。,1.0,-2,-2,-2,-2,-1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2
7199,位置：在号称铁西区最高端大气的综合体万象汇的五楼，交通方便。   环境：是现在最流行的loft加绿植的风格，还有很多油画和摄影作品，确实是很文艺范很清新的环境。  菜品：第一发：招牌碳烤牛排，应该是没有腌制过的牛肉，比较有嚼劲，汁水很足，不过喜欢滑嫩口感的人可能会失望。第二发：鲜虾茄汁意面和黑胡椒牛肉意面，意面有弹性，比较地道，不像一些中式西餐厅的那种软塌塌的，食材新鲜。第三发：墨西哥牛肉奶酪饼，这道菜值得强力推荐，奶酪和牛肉，配上墨西哥口味的面饼，口感微辣，十分好吃！！ 价格：用了大众点评的满百减十二，最后消费232元，两个人吃的很饱。 服务：不得不说服务实在是太好了，典型的南方式的细致和周到。  总体来说是一家比较正宗的西餐厅，很值得再去。,5.0,1,-2,-2,-2,1,-2,-2,0,-2,0,1,1,1,1,-2,1,-2,1
29968,点的是400的自助。所以有小青龙，这个是确实好吃。但是限量每人半分。点了很多菜图片没有一一上传。总体来说每个菜都很新鲜，海胆不限量，很好吃，吃了很多！除了刺身以外铁板烧味道也不错。羊排有点老，羊肉串说没有了，生蚝也说没了。服务态度一般般，本来说光盘有优惠最后结账走找了个理由说不能给优惠了，我们据理力争后又给我们优惠了，非常搞。除了这一点，试一次很开心的用餐。说实话还能吃，但是11点吃到1点多的时候就停止下单了。我还想吃几个提拉米苏,5.0,-2,-2,-2,-2,0,-2,-2,0,-2,-1,-2,-2,-2,-2,0,0,1,-2
